19	41	40	11	40	35	38	20	36	33	15	25	33	36	45	32	35	48	41	36	16	23	40	39	36	17	32	24	43	40	23	24	48	43	30	47	30	39	36	31	45	48	22	45	32	40	30	39	35	11	50	31	40	43	41	39	26	18	30	29
23	48	35	45	38	20	26	34	21	23	35	50	40	24	45	36	47	37	40	40	18	50	36	17	38	39	29	36	17	40	36	39	26	20	40	11	31	48	29	29	43	33	6	31	31	35	37	40	31	34	40	45	24	33	41	22	40	20	34	40
40	22	26	43	45	24	47	37	40	25	40	21	6	6	31	17	39	18	20	29	24	36	18	40	40	23	39	48	18	43	41	45	31	24	29	39	20	47	30	30	26	40	48	20	11	39	23	41	45	40	33	31	39	40	40	20	43	30	39	18
41	43	38	30	29	47	45	23	45	48	40	29	40	29	35	22	50	19	20	24	26	43	20	31	40	40	48	20	43	45	38	29	43	26	40	24	47	26	32	40	17	22	29	40	50	20	40	38	40	41	24	20	22	40	40	21	37	37	38	6
35	39	48	35	39	24	33	35	26	19	35	39	35	39	35	45	47	31	32	40	30	18	24	20	21	26	17	43	35	35	36	22	40	41	40	29	17	31	38	47	26	34	45	30	20	43	45	37	40	40	40	36	41	39	20	29	26	47	41	16
11	33	50	39	31	43	24	45	18	18	39	19	21	25	24	40	36	35	43	18	40	43	24	30	50	31	45	39	19	47	22	24	36	25	37	29	31	15	40	26	34	33	39	30	24	34	43	30	24	40	39	39	38	21	31	41	31	45	15	41
25	29	22	16	26	40	26	6	36	39	20	19	25	23	30	45	36	34	43	40	45	40	18	43	38	29	43	18	30	18	24	41	17	18	29	32	24	39	35	31	47	37	40	18	36	40	45	43	32	29	38	45	29	30	43	40	31	19	40	23
25	31	30	29	24	22	40	22	20	22	22	30	26	35	40	20	35	38	40	11	45	22	19	45	40	11	20	31	40	41	41	20	20	40	6	15	43	29	6	40	26	48	31	15	40	36	40	43	35	34	15	20	18	24	38	39	39	45	43	33
24	25	43	41	6	24	32	23	31	27	26	31	38	39	30	27	37	30	21	31	48	31	17	29	22	31	29	25	22	15	47	19	36	43	18	22	40	36	43	20	41	43	37	45	20	36	40	40	38	38	29	40	41	34	23	29	23	31	24	32
48	40	41	29	43	36	45	41	41	15	31	35	22	40	31	24	50	30	40	30	18	30	45	38	20	36	50	37	17	32	38	31	18	20	40	40	30	35	38	29	22	34	29	19	16	36	16	26	45	6	45	40	39	36	35	31	31	45	35	24
31	22	34	41	36	40	36	41	41	18	29	18	29	36	40	16	30	47	50	39	36	40	24	43	31	40	36	26	40	31	27	40	35	22	40	27	40	50	23	47	45	50	30	36	41	15	40	18	31	20	45	11	40	23	40	20	26	25	31	45
47	40	36	39	43	36	32	40	18	27	20	30	15	18	43	6	35	40	37	35	36	43	36	11	45	45	11	40	39	40	43	45	39	41	29	31	43	24	40	47	35	19	38	31	23	18	39	36	40	45	43	38	36	15	45	45	29	26	18	11
20	26	40	32	21	40	21	34	21	39	20	31	25	26	47	36	40	18	31	27	32	35	40	24	38	32	45	29	45	36	11	43	36	35	39	43	20	40	38	26	21	31	47	25	50	40	31	29	29	45	30	38	18	35	27	24	27	40	40	29
34	26	30	33	34	36	40	39	20	39	40	47	40	18	6	29	47	26	23	40	32	29	36	40	40	45	40	47	23	24	26	36	43	31	48	25	33	24	26	40	35	26	29	35	47	45	30	17	29	30	19	31	16	20	29	38	45	48	24	43
24	31	30	43	16	40	22	38	23	45	45	26	23	30	43	41	36	47	24	20	21	24	29	43	15	40	29	18	36	39	30	19	36	43	40	31	30	26	45	40	35	35	24	39	33	31	26	6	31	40	29	26	34	25	40	17	17	6	30	11
40	6	48	40	40	29	45	27	30	40	19	35	41	25	30	40	16	22	38	15	17	32	6	31	45	36	25	47	34	6	26	38	26	26	25	40	29	35	30	20	45	48	40	38	43	23	36	26	31	23	30	40	35	6	27	43	19	45	40	24
47	16	36	40	39	25	34	24	40	34	39	35	6	40	29	36	34	40	40	39	20	40	29	48	11	36	36	19	21	48	43	35	31	31	36	41	43	47	6	40	34	40	15	47	30	40	20	11	15	39	25	38	45	24	18	26	36	24	40	24
21	18	6	30	40	39	45	45	39	36	30	31	39	36	47	36	31	31	36	24	40	40	26	36	16	20	27	33	37	40	24	39	29	19	39	36	22	35	30	31	26	32	38	17	29	43	40	20	43	45	25	31	24	32	30	40	27	31	31	20
35	26	47	40	29	25	6	20	39	18	17	16	11	26	35	29	45	33	50	45	43	40	31	40	33	27	11	22	18	25	35	25	35	18	30	39	43	24	18	36	48	29	43	11	32	39	39	36	30	23	24	25	22	31	39	39	43	40	41	48
31	40	31	40	40	15	24	30	31	40	17	47	45	35	40	31	24	29	24	27	41	30	36	11	29	36	40	20	16	41	25	30	24	48	26	45	38	31	21	22	6	24	40	33	21	21	26	47	38	19	43	22	29	50	40	30	20	48	43	45
30	43	24	24	11	45	36	48	48	31	18	31	24	26	40	29	26	43	41	32	20	40	40	47	26	45	33	15	11	29	20	29	34	48	29	36	45	27	29	31	39	41	40	19	45	27	35	43	40	50	38	32	40	47	24	25	38	40	48	20
43	19	36	22	36	35	40	36	48	38	22	37	43	45	36	25	41	45	43	40	18	24	43	35	20	29	36	19	45	30	40	45	36	43	26	22	45	16	20	23	40	45	29	40	24	40	36	40	47	39	40	43	34	37	16	36	15	31	31	37
16	40	33	20	26	21	19	41	36	36	35	29	18	38	35	35	35	15	39	15	16	21	40	26	40	35	50	16	27	43	18	40	27	11	31	24	23	22	37	24	40	24	11	16	20	41	24	18	38	24	19	47	17	47	39	33	47	15	30	43
43	29	37	19	29	30	36	29	27	35	43	18	20	48	16	17	32	11	38	38	40	37	45	43	32	24	43	25	30	40	19	25	40	27	43	16	31	31	33	40	21	24	31	29	20	38	15	25	39	27	24	29	27	11	31	30	39	41	27	11
43	35	29	43	27	43	18	45	15	38	45	39	31	38	32	18	40	6	27	31	25	18	41	40	34	23	6	48	22	23	40	20	23	39	24	11	29	43	20	40	32	24	40	37	22	45	37	23	16	36	43	26	35	43	34	19	21	36	45	43
40	31	47	31	31	38	36	24	16	41	24	38	31	22	11	38	20	40	43	26	36	27	33	45	41	45	33	29	20	29	29	23	31	41	17	48	6	31	41	45	26	24	35	30	15	6	38	45	18	25	40	47	43	33	31	32	29	43	32	43
40	37	35	47	31	15	41	20	36	24	37	25	26	22	36	45	43	16	21	30	36	19	30	40	40	24	31	15	21	33	31	22	15	41	45	48	22	47	40	40	30	50	40	38	32	29	17	23	18	31	43	39	41	31	40	22	37	40	30	15
36	24	48	24	25	25	21	30	36	40	19	24	30	40	30	6	24	29	22	30	31	39	29	40	47	24	25	27	43	29	31	45	22	16	45	26	40	21	18	47	29	18	22	36	27	6	48	19	34	31	31	35	31	45	40	29	32	36	29	20
22	22	24	45	35	31	20	43	33	38	34	24	45	27	27	18	41	35	41	22	40	22	30	26	20	20	31	35	19	26	40	19	41	43	43	29	26	48	36	36	37	40	20	6	43	50	30	38	41	15	23	35	29	17	29	45	15	32	40	17
24	30	29	15	40	16	23	22	43	50	47	36	17	48	24	22	36	41	11	40	11	23	47	40	31	30	36	22	40	35	37	30	43	35	6	35	37	22	35	38	30	50	18	41	48	20	26	39	40	37	36	22	43	34	31	18	19	22	45	24
23	31	36	40	33	39	43	17	20	38	40	33	40	33	43	30	18	18	18	35	20	41	18	33	35	47	39	26	39	38	23	40	18	43	20	48	36	25	50	40	37	41	31	22	40	20	19	37	40	30	40	22	29	31	30	11	35	25	26	48
40	34	45	15	20	36	39	47	31	18	40	17	36	45	40	45	21	41	39	47	30	36	24	26	22	22	41	34	21	20	40	45	43	48	39	26	40	47	36	45	32	31	19	30	30	25	37	15	18	45	36	43	29	48	36	50	20	31	25	40
