33	61	45	39	61	20	43	22	56	61	54	29	29	53	41	33	62	33	14	43	53	47	68	51	42	28	33	57	13	41	54	36	57	51	14	22	52	45	47	29	62	39	57	39	62	29	57	36	47	29	68	29	56	57	45	42	48	65	50
54	55	33	38	42	52	47	38	47	61	46	53	22	50	50	65	14	30	20	29	38	47	39	36	20	47	51	51	47	45	61	53	53	61	53	29	14	29	33	39	38	14	47	48	29	29	45	39	53	29	51	14	50	61	39	52	68	53	51
51	54	47	53	51	29	50	52	46	36	57	13	57	50	47	56	45	29	53	29	57	39	68	55	52	51	39	46	60	39	53	60	51	54	38	53	39	53	38	47	29	30	61	29	36	20	13	53	56	22	53	48	36	29	33	38	22	45	41
61	29	30	61	47	33	61	33	53	61	61	39	56	60	47	53	55	50	13	28	14	56	57	53	47	33	39	53	38	39	53	22	60	50	61	55	56	60	61	39	29	14	57	29	13	54	45	41	68	42	13	39	53	54	54	46	53	68	51
13	38	57	55	51	61	61	36	55	53	33	48	60	57	39	28	54	41	61	57	41	42	45	51	50	53	55	43	68	29	48	61	38	45	50	61	47	43	51	22	39	28	48	46	33	57	33	36	39	55	52	57	56	36	13	39	29	14	61
28	36	54	14	29	56	45	53	41	43	60	38	50	33	36	53	45	47	60	61	29	62	39	38	33	47	53	29	54	41	30	39	13	36	52	53	53	14	51	54	48	48	20	51	61	54	65	52	47	54	36	50	51	41	14	33	29	28	14
41	57	42	33	42	53	52	46	43	53	48	68	36	38	33	51	29	39	36	33	39	57	56	53	53	53	39	57	52	62	48	42	61	47	28	29	53	28	41	61	51	29	39	33	14	45	41	29	36	43	52	61	29	30	53	57	47	53	61
14	36	52	57	54	54	61	65	29	62	45	65	61	61	46	53	54	36	52	36	36	57	61	36	33	51	53	36	68	30	53	39	33	52	33	38	33	54	60	36	60	38	54	33	65	39	14	61	29	54	13	42	38	22	53	55	20	22	48
29	61	68	51	30	47	57	51	62	39	51	51	50	61	33	29	38	20	29	38	54	57	53	48	33	51	41	47	36	54	42	53	65	33	53	61	61	41	53	55	53	61	57	38	51	60	47	52	47	38	33	47	38	39	53	47	61	52	53
47	14	57	51	39	36	68	60	43	54	29	61	36	36	42	53	54	47	48	38	61	47	47	47	51	39	29	39	39	38	53	29	28	39	38	47	38	60	14	48	62	61	39	45	33	53	61	62	36	33	52	14	14	36	53	47	54	43	14
53	33	50	38	36	33	50	13	22	61	29	53	13	38	46	52	30	46	54	43	52	53	68	20	22	51	41	36	33	60	54	20	45	45	29	54	29	54	54	50	14	53	38	46	52	45	33	22	47	46	50	47	51	47	56	36	48	38	36
47	68	39	61	33	57	39	29	48	51	41	42	33	48	62	57	54	42	55	53	42	39	46	29	41	36	65	38	52	36	29	60	50	53	54	56	53	47	55	30	36	36	36	50	47	55	39	53	48	53	38	43	61	45	38	60	29	38	33
68	36	30	51	29	48	46	38	47	56	53	39	54	60	56	51	52	53	65	53	54	47	22	57	54	45	43	22	61	14	55	68	38	65	29	38	36	43	38	43	28	36	20	36	33	61	52	54	38	28	50	62	54	39	41	29	41	55	50
62	22	22	53	53	54	13	51	45	51	55	51	53	53	53	52	38	33	47	41	22	20	36	38	53	14	53	33	29	38	39	55	33	61	68	14	50	54	41	52	53	53	38	45	33	38	45	41	45	29	54	39	41	52	39	28	47	56	54
39	48	51	68	41	47	45	46	14	42	52	53	51	48	45	28	65	47	53	14	54	53	50	38	45	62	45	54	52	47	39	14	33	47	36	61	38	61	68	43	41	47	38	13	53	39	51	62	54	68	51	51	36	51	41	53	38	53	52
47	41	33	51	48	57	56	65	50	57	36	38	41	57	47	53	42	45	55	38	39	65	22	28	51	28	45	47	30	47	36	41	38	36	61	45	13	14	57	45	38	45	61	61	29	53	50	54	41	53	57	52	51	57	48	47	39	42	50
51	36	51	45	36	61	33	36	29	29	61	62	14	60	39	52	39	62	39	22	14	39	62	54	51	47	20	36	36	60	13	60	33	29	36	65	51	45	41	29	68	39	14	61	39	22	36	48	50	41	29	50	54	53	53	39	51	51	53
47	52	43	54	39	56	41	43	20	65	22	53	50	65	53	38	28	39	47	48	20	56	50	33	53	51	28	57	39	51	65	38	60	45	61	50	51	30	39	28	29	28	13	38	47	48	43	38	13	53	22	28	14	61	36	33	60	45	50
38	47	46	50	53	13	29	54	56	57	22	57	39	14	65	38	39	38	45	13	48	13	55	47	53	53	62	61	33	29	51	54	48	53	54	60	56	33	38	20	45	28	33	50	36	50	53	61	33	61	54	22	47	55	33	51	48	41	50
60	45	28	20	53	53	56	53	60	39	29	68	54	36	61	55	62	60	38	54	14	14	14	46	47	60	29	50	50	53	52	36	41	57	53	29	36	14	53	48	47	33	39	50	38	38	53	51	65	45	61	38	33	29	61	68	20	20	54
61	61	30	62	20	60	39	51	57	51	51	29	38	53	56	29	53	62	29	51	46	38	52	33	45	36	52	28	53	68	54	36	46	53	54	13	61	14	28	52	33	39	33	28	54	36	60	36	13	60	36	29	29	68	20	20	56	56	13
60	39	41	61	52	53	50	43	28	50	65	48	29	52	48	33	54	42	29	43	29	36	41	36	53	61	45	50	41	36	39	54	42	51	28	52	51	61	45	53	33	36	53	53	53	50	13	50	50	56	36	39	50	28	33	62	43	45	57
20	38	54	36	45	53	45	33	39	41	65	51	39	39	53	55	14	62	41	39	45	39	51	14	51	48	36	33	56	42	29	62	39	46	42	62	47	43	30	55	41	51	56	14	57	51	46	45	43	68	48	28	36	33	22	50	33	52	48
14	29	61	29	57	47	39	54	57	39	42	47	33	41	52	22	30	51	33	38	52	47	68	43	50	55	52	39	48	52	47	38	14	50	53	54	39	53	52	51	61	33	45	53	29	39	57	53	33	22	38	29	38	54	33	53	14	13	54
43	33	51	39	38	14	45	47	29	65	50	57	48	53	13	28	61	33	52	28	48	55	61	48	29	36	39	14	33	51	57	36	33	47	48	51	43	62	42	41	61	29	47	47	36	51	53	20	48	61	41	53	47	47	54	46	29	54	48
61	36	29	29	20	47	60	47	55	51	54	61	52	45	56	43	38	57	30	54	48	57	52	38	36	38	41	68	53	14	36	53	50	33	61	13	51	54	46	53	60	68	48	48	36	56	51	29	39	61	55	61	54	33	57	52	33	51	38
45	38	68	22	54	33	53	38	51	36	42	29	51	53	54	43	36	53	51	61	39	51	41	13	33	13	41	20	29	62	38	53	39	39	61	65	50	57	61	52	13	39	62	45	55	60	57	55	33	50	46	62	52	39	38	52	33	39	39
14	50	38	30	33	52	51	28	46	51	61	39	68	28	60	53	47	47	36	51	48	14	36	47	29	55	53	65	53	53	53	41	54	36	53	56	36	45	38	20	38	22	38	36	45	53	51	29	45	41	47	22	51	45	48	39	33	53	41
28	29	61	41	14	54	48	47	57	60	48	62	68	33	51	50	52	54	68	39	52	61	45	38	54	65	50	33	28	53	54	48	39	60	33	29	57	33	68	57	53	30	53	39	39	14	54	65	61	57	61	61	52	38	60	65	61	38	60
36	62	39	39	36	54	14	36	38	33	52	61	29	22	53	14	45	38	14	54	52	33	53	33	53	30	41	54	47	57	53	38	29	47	55	61	47	41	38	36	57	51	42	29	45	39	50	29	61	36	54	36	13	48	45	57	53	47	45
29	36	55	39	42	61	68	61	51	54	22	47	36	60	20	57	47	61	53	36	33	33	47	36	48	57	54	36	65	52	57	53	48	51	65	50	51	54	61	29	56	13	29	61	48	38	38	36	61	51	68	52	47	51	38	38	62	45	46
53	62	45	54	45	33	38	46	51	36	53	28	45	29	60	61	14	61	36	20	45	28	51	47	29	54	47	38	65	62	57	47	33	47	33	46	57	53	65	61	45	45	55	53	57	38	29	38	53	41	29	36	29	53	36	51	42	14	46
46	55	61	46	51	61	36	45	53	47	62	45	28	53	28	41	61	56	46	51	55	33	45	54	38	47	45	38	36	51	33	47	43	61	45	53	43	53	47	38	51	20	47	53	14	62	14	61	52	47	22	14	30	61	57	14	29	39	39
47	29	56	60	22	62	38	33	53	29	28	51	33	30	50	61	57	45	30	45	36	38	54	42	52	53	39	36	39	47	51	65	33	50	38	53	68	47	33	50	51	36	54	60	52	51	45	38	48	39	62	57	61	68	51	61	14	14	47
53	53	33	39	33	33	50	48	51	47	39	57	36	43	39	38	46	57	54	36	57	57	51	53	52	42	28	61	45	50	14	51	52	22	30	55	54	48	46	48	33	29	39	39	51	51	68	52	48	38	47	51	45	56	46	43	36	61	29
36	22	36	38	36	48	53	48	14	50	30	36	38	53	50	14	36	28	57	53	53	47	68	14	14	60	33	48	20	39	22	47	56	62	46	38	45	61	47	33	38	68	56	57	47	53	65	29	36	54	55	61	38	47	36	51	57	33	43
