25	29	29	37	29	21	37	40	26	41	17	34	17	38	29	33	36	29	46	33	35	38	28	31	38	14	21	33	14	26	34	38	34	21	20	22	31	35	22	31	32	24	40	35	32	28	21	33	40	22	28	20	40	29	33	39	46	29	35	17	33	31	25	30	21	24	35	35	24	29	29	37	33	36	33	27	35	35	17	35	35	22	33	30	40
29	35	22	34	28	20	33	36	36	31	30	29	34	30	36	34	36	19	28	37	21	36	36	28	31	39	24	36	39	36	28	34	17	22	24	24	34	36	33	36	34	33	41	21	23	12	35	33	30	34	21	20	29	22	34	33	28	28	25	31	33	32	32	22	24	29	12	31	29	46	29	44	35	24	36	32	24	35	27	36	44	24	29	38	28
25	37	35	17	33	34	35	43	37	29	29	36	40	32	31	22	31	34	31	35	37	30	34	33	37	12	37	22	28	43	22	32	34	29	19	28	21	28	34	33	41	44	35	33	33	33	22	33	21	31	35	31	32	40	46	34	32	34	33	21	29	36	38	24	36	30	36	35	16	36	33	10	21	36	20	21	22	34	35	43	34	35	20	28	16
24	32	34	29	25	33	29	31	24	10	36	14	33	38	29	10	32	41	16	23	24	28	23	40	31	34	36	32	33	40	16	36	29	35	31	29	31	26	35	33	36	22	24	28	37	34	37	36	36	33	53	35	24	28	37	31	33	35	30	28	29	39	40	29	38	24	33	24	29	29	41	46	39	12	17	35	31	35	23	40	32	22	36	36	28
35	31	32	39	34	35	43	12	35	37	22	31	35	46	36	27	17	38	41	36	33	32	46	34	19	38	29	22	29	37	22	35	29	22	35	17	33	34	16	29	37	31	36	12	32	40	32	23	21	32	28	35	12	34	29	37	40	33	29	33	31	34	21	24	35	31	41	40	39	37	39	35	35	34	53	21	24	28	14	24	33	31	29	39	31
44	36	34	40	34	33	39	43	33	39	19	14	22	38	26	36	33	34	28	38	37	30	31	33	36	44	41	20	24	31	37	33	35	10	31	35	23	33	31	34	43	24	38	41	46	22	31	35	31	32	31	33	37	37	29	37	38	34	29	39	27	32	35	29	22	31	36	33	36	14	36	53	26	33	33	40	31	12	33	40	10	31	36	28	32
35	35	10	12	32	53	23	43	44	20	36	22	36	35	36	22	33	29	35	33	34	41	31	29	44	31	35	27	33	34	34	34	12	35	32	29	33	32	25	29	35	29	10	29	35	40	38	44	24	34	31	14	14	33	35	29	29	33	34	28	35	29	41	32	33	31	32	32	29	35	37	36	35	21	38	36	28	12	31	28	24	37	34	24	31
34	35	32	35	41	32	36	29	35	43	26	12	29	34	10	25	34	31	33	36	29	35	43	35	12	31	30	32	41	36	31	33	28	32	12	10	17	30	46	36	30	36	34	19	29	30	35	29	29	21	37	14	34	35	34	27	40	34	35	19	29	53	10	31	35	14	33	29	39	38	29	37	32	36	28	43	37	33	28	33	36	35	36	35	37
35	36	22	21	31	29	29	29	29	14	41	17	34	27	53	39	30	35	32	43	16	30	26	35	53	35	28	33	34	43	36	35	29	23	28	29	12	37	29	22	33	31	21	22	31	36	29	29	38	41	37	40	34	24	19	36	29	37	22	35	33	31	35	33	17	30	32	29	29	39	36	29	38	14	34	24	33	35	32	40	53	41	40	16	36
37	31	29	12	30	35	29	35	37	34	33	17	33	34	24	40	40	33	37	25	34	24	31	24	26	10	33	46	30	38	33	33	37	29	33	35	22	33	36	19	34	31	34	33	20	35	37	31	34	30	31	37	32	40	22	33	19	16	29	29	41	41	33	27	32	33	40	19	31	34	31	29	33	14	29	19	16	37	35	17	31	26	19	34	36
40	35	33	22	26	25	35	30	53	29	20	33	40	39	29	31	14	29	33	24	36	22	16	30	41	41	36	39	39	32	37	35	40	32	44	34	30	38	30	44	28	35	31	24	43	38	36	37	31	31	25	34	28	25	26	53	10	30	35	38	36	35	46	33	33	19	23	31	35	35	33	31	29	31	36	32	33	22	37	30	29	16	43	37	32
29	37	33	37	29	35	53	40	44	33	29	30	29	22	34	33	39	22	29	29	29	37	41	31	31	34	36	44	14	33	31	46	36	31	38	35	27	34	37	27	31	37	33	33	29	31	36	37	33	53	33	37	24	33	35	33	35	35	32	24	19	21	31	36	16	29	22	41	33	34	34	29	29	12	14	37	30	36	35	38	43	35	31	36	31
29	31	35	31	34	34	39	29	17	35	33	31	32	35	31	37	53	39	22	30	12	19	35	46	24	24	31	29	29	53	33	41	31	35	28	30	34	17	28	17	31	37	29	34	38	37	36	29	36	22	29	35	29	31	20	14	34	28	36	39	29	31	34	43	32	33	40	41	29	22	37	35	35	34	32	46	35	32	38	31	16	22	41	27	22
10	26	31	38	46	36	33	35	24	30	33	22	41	16	17	34	29	35	36	17	24	36	41	30	53	37	35	36	30	31	34	29	29	36	41	39	35	30	29	36	31	35	36	34	38	34	36	36	33	27	37	37	29	22	34	31	33	35	43	27	29	39	21	39	40	39	38	26	32	34	40	43	14	40	32	29	37	19	28	41	36	41	29	35	22
29	40	29	35	41	31	31	29	20	10	32	22	31	31	33	35	34	28	35	33	21	14	22	12	40	33	28	31	41	28	32	33	40	24	16	32	37	41	37	17	19	36	28	31	23	28	21	27	36	14	19	32	25	40	24	31	36	36	43	26	29	37	33	28	36	29	21	24	29	28	33	33	37	14	29	31	10	29	37	19	29	53	29	33	29
35	35	34	33	44	33	21	41	29	24	34	36	28	19	44	28	29	29	35	37	31	33	46	35	24	14	35	29	40	20	24	41	38	34	20	19	24	41	35	31	32	24	53	46	29	17	32	41	39	31	29	35	46	29	34	53	29	24	43	41	31	41	31	41	37	39	24	35	25	28	19	36	17	37	34	33	43	29	19	34	31	17	34	40	38
26	31	29	32	40	40	32	34	21	27	37	44	29	25	44	34	34	14	31	35	33	37	35	33	36	25	33	27	34	25	37	35	39	26	40	53	20	31	36	25	26	34	16	33	37	29	33	44	31	34	34	28	39	34	31	31	38	32	35	28	35	31	29	24	24	24	36	37	43	33	35	39	33	34	35	37	31	43	32	46	31	37	21	22	46
29	29	34	12	35	41	33	53	27	40	35	28	35	34	32	21	14	41	31	22	35	14	31	41	33	32	33	17	35	29	31	34	36	46	46	22	16	36	29	14	34	29	35	37	34	33	22	24	27	28	33	31	32	14	21	36	40	34	31	36	14	36	20	43	20	35	44	38	37	21	32	35	32	20	35	32	33	38	28	37	34	29	33	35	35
10	29	31	33	33	23	19	36	21	20	30	35	17	39	30	29	22	33	24	31	36	22	28	28	34	40	31	35	29	31	36	40	29	36	22	22	44	31	34	34	17	21	32	33	32	32	22	46	38	31	19	37	17	24	25	34	20	34	23	38	31	36	35	27	39	34	35	21	40	38	34	10	31	29	28	38	41	33	29	30	29	21	31	32	31
32	22	36	22	35	34	31	37	29	34	21	32	22	22	23	38	40	38	33	36	27	36	29	35	19	34	33	37	12	26	41	29	33	33	33	34	27	53	35	21	35	33	34	33	36	19	34	24	33	32	38	21	39	43	37	36	31	38	29	33	37	21	33	35	32	35	43	20	31	36	36	23	24	36	28	36	31	28	29	40	41	30	21	21	39
36	40	29	29	34	40	29	28	29	26	33	36	32	29	34	24	31	38	40	33	29	20	22	40	12	28	33	33	29	32	35	32	28	22	37	31	34	28	24	14	36	21	40	34	36	24	34	29	22	36	36	33	24	41	29	31	31	35	31	31	14	37	22	29	35	36	31	24	16	19	37	33	35	33	29	31	31	24	46	33	33	43	28	26	34
35	24	37	36	28	37	32	28	29	22	35	35	36	37	36	46	23	29	12	20	40	17	41	35	35	24	10	26	17	27	36	22	29	36	31	35	33	32	24	36	35	27	31	22	22	29	22	34	17	32	30	31	39	24	30	22	19	36	29	38	34	29	44	25	33	31	31	33	29	29	29	38	31	29	33	36	31	33	29	33	33	35	46	20	28
40	35	25	35	40	29	25	53	46	35	33	22	22	29	37	37	33	31	24	40	36	35	33	36	29	35	35	10	44	29	22	36	35	34	29	32	39	29	35	31	38	28	34	29	20	24	53	35	43	40	39	37	34	37	43	24	31	34	30	21	32	43	31	35	36	36	32	32	29	40	31	29	29	33	32	33	53	46	31	34	29	33	40	33	33
21	31	34	10	34	37	33	33	36	34	12	35	28	41	19	22	38	39	40	29	16	41	33	32	34	46	31	37	43	53	36	32	40	28	36	32	31	24	24	24	36	36	32	35	37	21	24	22	29	40	29	27	32	29	31	39	39	22	32	21	37	22	27	12	12	46	38	29	36	22	31	29	27	29	38	35	39	40	31	29	27	29	37	39	29
36	24	33	37	30	28	36	29	40	35	34	32	30	21	33	37	33	31	24	33	36	34	32	28	22	35	35	44	27	35	24	23	38	33	22	32	40	36	34	41	32	29	29	36	27	33	38	29	34	36	31	34	33	20	29	23	20	33	31	22	40	28	36	23	37	17	12	34	33	37	35	31	22	36	36	29	39	40	22	36	29	53	35	24	34
17	25	29	37	36	21	29	36	19	33	32	46	33	33	30	40	38	25	39	34	28	27	39	41	10	30	23	21	30	27	31	12	37	28	37	22	37	30	39	22	32	35	31	34	29	29	32	12	29	28	39	21	28	29	36	46	35	40	35	36	33	34	35	35	44	33	40	35	33	36	33	31	46	29	43	36	33	22	35	39	29	38	27	34	29
31	30	31	33	20	40	24	29	34	32	34	28	35	16	29	29	34	27	33	38	33	35	14	40	34	30	22	40	44	34	29	10	35	35	29	46	29	38	36	53	31	30	33	33	29	36	31	35	34	31	21	29	33	35	28	34	32	29	31	33	17	16	25	31	20	34	38	33	35	31	33	36	34	34	35	37	53	35	35	34	44	43	38	29	31
33	53	27	40	33	41	29	24	29	31	23	40	41	53	31	40	34	31	19	35	25	27	23	31	28	32	21	27	40	31	33	33	12	35	28	34	22	29	22	32	29	33	53	22	31	24	20	37	21	31	12	24	30	35	38	36	33	33	30	46	36	40	37	40	30	46	21	35	28	31	32	31	35	29	38	33	17	36	35	22	17	35	30	44	32
16	35	34	29	17	21	36	36	33	16	33	38	33	29	33	31	36	22	35	37	33	34	26	35	29	30	34	38	40	40	22	33	31	17	28	35	29	21	30	35	31	20	53	31	31	32	30	37	35	36	35	33	29	29	23	25	32	24	29	29	37	25	30	30	29	34	35	28	36	29	31	36	24	38	29	29	32	31	29	16	21	32	37	37	34
35	29	46	31	39	30	31	31	16	36	30	28	21	33	37	41	35	29	35	30	38	28	31	22	39	29	30	46	53	33	37	37	36	33	22	34	10	46	22	29	40	37	29	33	31	33	36	29	40	35	24	16	22	22	20	24	35	37	37	37	31	36	29	21	34	29	34	29	31	29	17	29	35	31	37	26	33	36	35	26	31	36	32	35	46
26	24	32	35	31	43	10	31	39	33	37	30	17	29	33	35	30	21	28	24	29	37	35	35	33	31	33	33	12	30	41	24	34	29	34	22	31	29	28	20	35	32	38	31	35	34	10	22	31	41	36	39	16	10	35	40	29	28	34	34	31	28	29	22	23	31	40	16	40	33	31	29	36	29	33	25	12	41	34	41	33	36	31	35	35
34	35	29	40	14	40	33	34	14	35	28	53	28	31	38	28	38	16	31	36	34	36	36	53	31	39	26	17	40	34	33	34	46	28	44	31	29	29	31	35	27	33	22	31	22	36	37	24	31	34	28	23	41	36	33	33	31	35	20	25	31	29	29	28	35	38	46	31	32	40	34	29	29	10	38	22	37	29	41	35	33	40	36	34	29
27	35	34	34	35	29	21	14	35	26	44	31	41	34	46	35	35	43	35	29	33	28	46	12	43	39	37	39	29	44	20	32	24	31	41	29	41	34	33	22	23	31	29	20	29	32	19	35	22	29	43	36	31	33	34	36	28	40	30	35	31	40	34	39	46	32	35	40	40	37	31	17	37	29	33	39	37	34	53	34	33	17	40	10	22
40	33	25	31	35	30	21	39	37	22	19	29	41	29	34	24	29	29	39	32	31	36	21	41	26	33	36	35	29	28	22	32	29	24	41	29	24	10	34	41	29	34	36	33	32	29	31	29	39	39	36	34	35	36	46	31	31	33	39	28	36	40	46	24	20	24	29	40	35	24	36	17	22	27	35	40	40	35	35	35	30	40	41	31	38
30	34	35	36	37	34	21	35	37	33	33	28	40	37	37	22	35	34	33	22	33	25	43	29	46	29	31	30	31	39	35	34	37	28	22	33	30	26	38	16	34	29	34	37	31	39	20	21	37	10	40	33	34	38	29	29	32	44	38	36	36	24	36	40	34	31	34	36	35	29	35	32	40	29	30	40	16	24	31	33	35	24	10	19	35
24	34	29	35	32	35	29	32	22	28	31	33	22	35	22	33	19	24	36	40	53	33	43	33	29	39	31	22	25	27	40	33	34	32	33	34	14	35	17	29	37	21	37	29	30	38	38	32	14	27	28	31	36	10	23	44	31	40	38	40	23	35	53	32	33	22	27	31	33	36	36	22	16	34	33	37	30	36	34	32	27	16	22	29	24
46	24	34	28	27	31	29	40	37	37	33	46	23	34	34	29	46	36	14	34	31	34	39	30	27	33	26	16	32	34	39	29	31	31	16	20	39	31	34	29	40	34	24	39	19	35	33	22	41	24	20	38	22	32	29	23	41	29	35	29	14	29	31	28	33	24	22	21	37	29	32	32	34	29	23	24	39	33	38	16	53	20	33	29	35
